,Blind_Assessment,Origin
1250,"rich-toned, deeply sweet. almond brittle, narcissus, pear, marjoram, fresh-cut cedar in aroma and cup. sweet structure with brisk acidity; very smooth, creamy mouthfeel. the nut-toned finish is nicely complicated by narcissus and a hint of marjoram.",kenya
1251,"tropical fruit-toned, richly aromatic. passionfruit, lychee, dark chocolate, tangerine zest, amber in aroma and cup. sweetly tart structure with piquant acidity; full, syrupy-smooth mouthfeel. fruit-driven finish with undertones of crisp chocolate.",colombia
1252,"evaluated as espresso. richly fruit-toned, chocolaty. tiramisu, raspberry coulis, almond butter, hop flowers, cedar in aroma and small cup. viscous, satiny mouthfeel; crisply tart finish with notes of raspberry and cedar. in cappuccino-scaled milk, raspberry and creamy chocolate notes take center stage.",rwanda
1253,"berry-driven, delicately sweet, caramel-toned. strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. round, sweet, fruit-toned finish.",ethiopia
1254,"evaluated as espresso. deep-toned, richly chocolaty. baking chocolate, pomegranate, marjoram, grapefruit zest, molasses in aroma and small cup. crisp, lightly satiny mouthfeel; balanced, chocolaty and citrus-toned finish. in cappuccino-scaled milk, baking chocolate and pomegranate notes harmonize nicely.",guatemala
1255,"exceptionally sweet, very lactic and yogurty, strikingly original in aromatics. candied violet, clove, rose yogurt, lavender, frankincense in aroma and cup. sweet and complexly layered in structure. syrupy mouthfeel. richly sweet in the finish.",colombia
1256,"richly aromatic, floral-toned. magnolia, cocoa nib, cane sugar, red plum, nutmeg in aroma and cup. elegantly sweet structure with delicate, bright acidity; silky, vibrant mouthfeel. flavor-saturated finish centered around notes of magnolia and cocoa nib, complicated by undertones of nutmeg.",bolivia
1257,"deeply sweet, slightly fermenty. dark chocolate, orange zest, whiskey barrel, almond butter, magnolia in aroma and cup. bittersweet structure with round acidity; viscous, buoyant mouthfeel. long, flavor-saturated, balanced finish.",ethiopia
1258,"sweetly savory, deep-toned. pipe tobacco, sandalwood, rhododendron, tangerine zest, date in aroma and cup. savory-leaning structure with richly bittersweet acidity; very full, viscous mouthfeel. the crisp, sweet finish centers around notes of earthy pipe tobacco and date.",indonesia
1259,"crisply sweet, nut-toned. pistachio butter, caramel, pear, lemon verbena, cedar in aroma and cup. sweet-tart structure with crisp, juicy acidity; full, satiny mouthfeel. a pistachio- and caramel-laden finish is supported by suggestions of fresh-cut cedar.",guatemala
1260,"floral, spice-toned. jasmine, pink peppercorn, honey, apricot, myrrh in aroma and cup. sweet structure with vivacious acidity; very full, syrupy mouthfeel. the finish consolidates to notes of pink peppercorn and honey.",colombia
1261,"crisply sweet, caramel- and nut-toned. nougat, walnut, bosc pear, fresh-cut fir, a hint of cardamom in aroma and cup. sweet in structure with brisk acidity; satiny, delicate mouthfeel. the gently drying finish leads with caramel and pear in the short, resolving to walnut and fir in the long.",haiti
1262,"crisply cocoa-toned, nut-driven. cocoa powder, hazelnut butter, fresh-cut fir, raisin, brown sugar in aroma and cup. sweet structure with pert acidity; lightly satiny mouthfeel. the sweetly nutty finish is framed by notes of fresh-cut fir.",peru
1263,"evaluated as espresso. complex, multi-layered, rich-toned. red plum, dark chocolate, cashew butter, cocoa nib, a hint of rosemary in aroma and small cup. very syrupy mouthfeel; resonant, flavor-laden finish. in three parts milk, red plum and cashew butter take center stage, supported by gentle cocoa nib and a whisper of a savory, rosemary-like herb.",ecuador
1264,"chocolaty, sweetly nut-toned. dark chocolate, hazelnut butter, bing cherry, cedar, red grape in aroma and cup. sweet in structure with gentle balance; creamy-smooth mouthfeel. the resonant finish leads with notes of dark chocolate and hazelnut with undertones of cherry.",peru
1265,"complex, deep-toned. apricot, pink grapefruit zest, salted caramel, cedar, lemon thyme in aroma and cup. crisp, sweetly tart structure with juicy acidity; satiny mouthfeel. finish consolidates to notes of pink grapefruit, apricot and cedar.",ethiopia
1266,"intensely aromatic, richly sweet-tart. raspberry jam, star jasmine, tangerine zest, oak forest, amber in aroma and cup. high-toned, sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. the long, resonant finish centers around notes of raspberry and star jasmine.",colombia
1267,"evaluated as espresso. complex, multi-layered, richly deep. honeysuckle, dark chocolate, dried apricot, perique fermented pipe tobacco, pistachio in aroma and small cup. viscous, creamy mouthfeel; resonant, long, flavor-saturated finish. the milk shot is floral, chocolaty and stone fruit-driven in equal measure.",indonesia
1268,"deep yet soaring, vertically complex. dried black currant, dark chocolate, sandalwood, ginger blossom, tangerine zest in aroma and cup. richly sweet-savory with deep, vibrant acidity; viscous but buoyant mouthfeel. the long, lingering, multi-layered finish thoroughly honors the promise of the cup.",yemen
1269,"uniquely sweet-tart, lactic-leaning. pink grapefruit zest, goat cheese, lilac, honey, oak in aroma and cup. balanced, intricately layered structure with complex, richly tart acidity; hefty, syrupy-smooth mouthfeel. rich, long, citrusy finish with honey undertones.",panama
1270,"nuanced, multi-layered. almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. resonant, long, flavor-saturated finish.",kenya
1271,"crisply sweet-savory, deep-toned. concord grape, baking spices, dark chocolate, tea rose, the scent of balsa wood in aroma and cup. sweet structure with brisk acidity; very full, viscous mouthfeel. crisp, sweetly wood-framed finish with undertones of baking spices.",colombia
1272,"gently tart, citrus-toned. ripe orange, lemon balm, cocoa powder, date, fir in aroma and cup. brisk acidity; full, satiny-smooth mouthfeel. gently drying finish consolidates to notes of orange zest, fir and cocoa powder.",ethiopia
1273,"briskly sweet-savory. pie cherry, lavender, cocoa nib, cashew butter, apple blossom in aroma and cup. richly bittersweet structure lifted by juicy acidity; smooth, satiny mouthfeel. the crisp finish consolidates to cocoa nib and cashew.",guatemala
1274,"floral-toned, crisply sweet. freesia, apricot, baking chocolate, tangerine zest, agave syrup in aroma and cup. sweetly tart structure with brisk acidity; full, syrupy-smooth mouthfeel. the finish leads with notes of freesia and apricot with undertones of baking chocolate.",ethiopia
1275,"crisply fruit-toned. dried red apple, magnolia, almond, orange zest, oak in aroma and cup. sweet-tart structure with brisk acidity; lightly satiny mouthfeel. orange zest and almond notes lead the subtle, satisfying finish.",ethiopia
1276,"richly sweet-tart, complex. pineapple kefir, lilac, dark chocolate, amber, honey in aroma and cup. bright, juicy acidity; satiny, viscous mouthfeel. a long finish centers around pineapple, amber and honey notes.",costarica
1277,"chocolaty, sweetly tart. concord grape, dark chocolate, cedar, lemon verbena, saltwater taffy in aroma and cup. juicy-sweet structure with tart-leaning, balanced acidity; full, syrupy smooth mouthfeel. chocolaty and fruit-toned finish.",ethiopia
1278,"crisply cocoa- and berry-toned. raspberry, cocoa nib, brown sugar, hazelnut, fir in aroma and cup. sweet-tart structure with brisk acidity; full, syrupy mouthfeel. the gently drying finish consolidates to notes of brown sugar and fir.",colombia
1279,"crisp, high-toned, chocolaty. brightly sweet dark chocolate, wisteria, bing cherry, hazelnut, maple syrup in aroma and cup. deeply sweet structure with citrusy acidity; full, viscous mouthfeel. chocolaty and floral-toned in the long, pleasing finish.",colombia
1280,"confidently fruit-forward. pineapple yogurt, concord grape, freesia, marjoram, chocolate syrup in aroma and cup. crisp, apple-like acidity; full, very syrupy mouthfeel. in the finish, lactic, yogurty tang supported by fruit notes.",colombia
1281,"deep-toned, chocolaty. baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. crisp, chocolaty finish with undertones of almond and date.",ethiopia
1282,"rich-toned, elegantly sweet. wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.the finish consolidates to notes of dried apricot and myrrh with undertones of wild honey.",colombia
1283,"complex, multi-layered. star jasmine, apricot, meyer lemon zest, oak, hazelnut in aroma and cup. delicately juicy-bright acidity; silky smooth mouthfeel. resonant finish centered around notes of apricot and hazelnut.",honduras
1284,"evaluated as espresso. sweetly nut-toned, earthy. almond, caramel, fresh humus, lily, orange zest in aroma and small cup. satiny mouthfeel; richly sweet, earth-toned finish. in three parts milk, caramel and nut-driven.",guatemala
1285,"big, nuanced, multi-faceted. fresh black currant, bergamot, pink grapefruit, sandalwood, maple syrup in aroma and cup. deeply sweet with bright, juicy-tart acidity; crisply satiny mouthfeel. delicately sweet, citrusy finish with sandalwood undertones.",yemen
1286,"bright, balanced, floral-driven. ginger blossom, red plum, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. juicy-sweet structure with lively acidity; plush, syrupy mouthfeel. cocoa-toned finish with undertones of tangerine zest.",panama
1287,"delicately sweet-savory, spice-toned. cocoa nib, tamarind, pistachio, black cherry, pink peppercorn in aroma and cup. deep-toned structure with lively acidity; plush, satiny mouthfeel. crisply spice-toned finish supported by notes of tamarind and pistachio.",salvador
1288,"fruit-toned, chocolaty. blueberry, dark chocolate, cedar, lemon zest, a hint of gardenia in aroma and cup. sweet-toned with gentle, fruit-driven acidity; crisp, velvety mouthfeel. the resonant finish centers around notes of blueberry and dark chocolate with cedar undertones.",ethiopia
1289,"sweetly savory, deep-toned. black currant, tomato leaf, tangerine, amber, jasmine in aroma and cup. bright, savorly-leaning structure with sparkling acidity; crisp, lightly satiny mouthfeel. the rich finish centers around notes of black currant and tangerine.",kenya
1290,"gently fruit-toned, cocoa-driven. cocoa powder, black cherry, magnolia, fresh-cut fir, orange zest in aroma and cup. sweet structure with brisk acidity; velvety-smooth mouthfeel. cocoa- and fruit-toned, wood-framed finish.",guatemala
1291,"deeply aromatic, complex. dried mulberry, dark chocolate, almond butter, lilac, pink grapefruit zest in aroma and cup. sweet-tart structure with bright, lively acidity; satiny-smooth mouthfeel. chocolaty and floral-toned finish with undertones of almond and pink grapefruit zest.",panama
1292,"staunchly dark roasted, somewhat smoky. carob, walnut, scorched fir, lily, stale raisin in aroma and cup. harsh acidity; thin mouthfeel. ashy finish with only slight sweetness.",ethiopia
1293,"intensely aromatic, very complex. grape must, pistachio, petunia, frankincense, tangerine zest in aroma and cup. balanced, bright acidity; plush, velvety mouthfeel. rich-toned, multi-layered finish.",costarica
1294,"chocolaty, crisply sweet. baking chocolate, date, hazelnut, magnolia, a hint of marjoram in aroma and cup. sweet structure with gentle, round acidity; plush, syrupy mouthfeel. crisp, chocolaty finish.",hawaii
1295,"delicate, high-toned, crisply sweet-tart. guava, pink peppercorn, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. sweet-toned with tart-leaning, juicy acidity; delicately silky mouthfeel. the long, flavor-saturated finish centers on guava and pink peppercorn.",peru
1296,"fruity, tangy, cocoa-toned. cocoa nib, pineapple kefir, lychee, fresh-cut fir, almond in aroma and cup. balanced, round acidity; crisp, lightly syrupy mouthfeel. flavor consolidates to notes of cocoa nib and lychee in a rich, smooth finish.",costarica
